,1,10,100,15000,11901,5552
,1,10,100,15000,12405,4258
,1,10,100,15000,12365,4324
,1,10,100,15000,13933,6613
,1,10,100,15000,14304,6809
,1,10,100,15000,14894,7731
,1,10,100,15000,15283,7188
,1,10,100,15000,16079,7527
,1,10,100,15000,17697,7292
,1,10,100,15000,17456,5965
,1,10,100,15000,18284,5577
,1,10,100,15000,18257,5815
,1,10,100,15000,19867,5239
,1,10,100,15000,20778,4241
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,16046,10087
,1,10,100,15000,13985,8874
,1,10,100,15000,13445,9211
,1,10,100,15000,0,0
,1,10,100,15000,15732,10238
,1,10,100,15000,14079,9166
,1,10,100,15000,13046,9027
,1,10,100,15000,12900,7918
,1,10,100,15000,13509,8275
,1,10,100,15000,13027,7162
,1,10,100,15000,13101,7467
,1,10,100,15000,13393,7324
,1,10,100,15000,13084,8784
,1,10,100,15000,13231,9265
,1,10,100,15000,13732,10459
,1,10,100,15000,14551,10442
,1,10,100,15000,14118,9966
,1,10,100,15000,15867,10732
,1,10,100,15000,17014,9691
,1,10,100,15000,18152,10207
,1,10,100,15000,17035,11411
,1,10,100,15000,17742,12426
,1,10,100,15000,19019,11943
,1,10,100,15000,18943,11288
,1,10,100,15000,22456,11782
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,15785,6245
,1,10,100,15000,14494,5601
,1,10,100,15000,14516,5028
,1,10,100,15000,14125,5250
,1,10,100,15000,13423,5165
,1,10,100,15000,12883,4892
,1,10,100,15000,13312,5632
,1,10,100,15000,13644,5300
,1,10,100,15000,13195,5239
,1,10,100,15000,12858,5887
,1,10,100,15000,13644,7197
,1,10,100,15000,14822,5440
,1,10,100,15000,15009,4681
,1,10,100,15000,16485,5442
,1,10,100,15000,16861,5475
,1,10,100,15000,17051,5798
,1,10,100,15000,19163,6484
,1,10,100,15000,20754,7455
,1,10,100,15000,20459,7190
,1,10,100,15000,23404,9940
,1,10,100,15000,24242,10461
,1,10,100,15000,30974,13424
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,100,15000,0,0
,1,10,90,10000,0,0
,1,15,90,10000,7114,2369
,1,10,90,10000,0,0
,1,15,90,10000,7088,2371
,1,10,90,10000,0,0
,1,15,90,10000,7069,2587
,1,10,90,10000,10820,7504
,1,15,90,10000,6525,2609
,1,10,90,10000,0,0
,1,15,90,10000,6995,2375
,1,10,90,10000,11384,7564
,1,15,90,10000,6672,2740
,1,10,90,10000,9815,6316
,1,15,90,10000,6306,2267
,1,10,90,10000,9664,6186
,1,15,90,10000,6010,1726
,1,10,90,10000,8537,5476
,1,15,90,10000,5429,1768
,1,10,90,10000,7383,4328
,1,15,90,10000,5739,2191
,1,10,90,10000,8123,5125
,1,15,90,10000,5653,2132
,1,10,90,10000,7886,4388
,1,15,90,10000,5697,2516
,1,10,90,10000,9113,4046
,1,15,90,10000,6120,2991
,1,10,90,10000,8899,3807
,1,15,90,10000,6084,2624
,1,10,90,10000,8785,3560
,1,15,90,10000,6155,3134
,1,10,90,10000,8842,4832
,1,15,90,10000,6108,2554
,1,10,90,10000,8233,5025
,1,15,90,10000,6113,2497
,1,10,90,10000,8914,5473
,1,15,90,10000,6706,2249
,1,10,90,10000,9329,5826
,1,15,90,10000,6767,2458
,1,10,90,10000,10426,6339
,1,15,90,10000,7588,3028
,1,10,90,10000,11705,6796
,1,15,90,10000,8425,3667
,1,10,90,10000,12550,6428
,1,15,90,10000,9576,4519
,1,10,90,10000,13276,7066
,1,15,90,10000,9455,4365
,1,10,90,10000,13374,5982
,1,15,90,10000,9838,4483
,1,10,90,10000,13809,7051
,1,15,90,10000,11422,5255
,1,10,90,10000,15192,8545
,1,15,90,10000,14001,6560
,1,10,90,10000,0,0
,1,15,90,10000,0,0
,1,10,90,10000,0,0
,1,15,90,10000,0,0
,1,10,90,10000,0,0
,1,15,90,10000,0,0
,1,10,90,10000,0,0
,1,15,90,10000,0,0
,1,10,90,10000,0,0
,1,15,90,10000,0,0
,1,10,90,10000,0,0
,1,15,90,10000,0,0
,1,10,90,10000,0,0
