4,-1-1,23,3.75107e-308,0
4,-1-1,23,5.83137e-303,0
4,-1-1,23,3.55825e-307,0
5,-1-1,22,12.4535,9357
6,-1-1,32,-2.09436,8.736
4,-1-1,23,8.00975e-303,0
5,-1-1,22,12.4535,7.321
6,-1-1,32,-2.09436,8.538
7,-1-1,42,19.7675,20.278
4,-1-1,23,2.84592e-306,0.011
5,-1-1,22,12.4535,7.119
4,-1-1,23,1.0323e-305,0.011
4,-1-1,23,5.6926e-306,0.012
5,-1-1,24,0.849092,0.015
6,-1-1,15,12.5348,0.018
4,-1-1,23,2.27758e-305,0.017
5,-1-1,22,2.09436,0.015
6,-1-1,32,-5.14005,0.016
7,-1-1,42,-2.316,0.015
8,-1-1,31,-9.14216,0.015
9,-1-1,21,1.1697,0.015
10,-1-1,20,-3.76501,0.015
11,-1-1,25,3.34304,0.017
12,-1-1,52,3.26578,0.014
13,-1-1,41,8.48242,0.017
14,-1-1,51,-3.2247,0.016
4,-1-1,23,5.82875e-303,0.014
4,-1-1,23,1.42369e-306,0.01
4,-1-1,23,4.89317e-307,0.01
4,-1-1,23,3.64446e-304,0.009
4,-1-1,23,3.64339e-304,0.011
4,-1-1,23,-999,0.008
5,00,54,-5.79896,0.15
5,00,54,-5.79896,0.146
4,-1-1,23,-999,0
4,-1-1,23,-999,0
4,-1-1,23,-999,0
4,-1-1,23,-999,0
5961604,-1-1,19756868925961628,6.00045e-307,1.74927e-305
5242188,-1-1,19756868925242212,3.559e-307,1.74927e-305
10747176,-1-1,197568689210747200,1.4233e-305,1.74927e-305
4,1.82804e-322,3,2,0
4,1.72923e-322,4,5,0
4,3.31024e-322,4,5,0
4,1.82804e-322,3,2,0
4,1.72923e-322,3,2,0
4,1.97626e-322,2,3,0
4,8.39912e-323,5,4,0
6,0,2,3,14.332
4,9.88131e-323,2,3,0
6,-1.08533,5,5,0.888
8,4.59364,5,4,0.974
4,3.80431e-322,5,4,0
6,0,2,3,13.807
8,0,2,2,34.543
4,3.0138e-322,5,4,0
6,0,2,3,10.804
8,0,2,2,26.004
4,3.45846e-323,3,2,0
4,1.72923e-322,4,5,0
4,1.03754e-322,3,2,0
4,1.4822e-322,4,5,0
4,1.4822e-322,3,2,0
4,1.18576e-322,3,2,0
4,6.42285e-323,4,5,0
4,6.91692e-323,5,4,0
4,8.39912e-323,5,4,0
4,8.39912e-323,3,2,0
4,3.45846e-323,4,5,0
4,3.45846e-323,2,3,0.001
4,2.47033e-322,5,4,0
4,9.88131e-323,4,5,0
4,9.88131e-323,4,5,0
4,9.88131e-324,3,2,0
4,2.2233e-322,4,5,0
4,1.4822e-322,5,4,0
4,8.39912e-323,4,5,0
6,-1.08927,2,2,313.317
4,9.88131e-323,4,5,0
6,-1.08927,2,2,1.228
4,6.91692e-323,4,5,0
4,1.67982e-322,4,5,0
6,-38.255,2,2,6.548
4,2.96439e-322,5,4,0
4,1.18576e-322,5,4,0
4,2.2233e-322,5,4,0
4,2.2233e-322,5,4,0
4,1.03754e-322,4,5,0
6,-1.08927,2,2,1.081
4,1.4822e-322,3,2,0
6,-1.10048,5,5,32.319
8,4.5925,4,5,48.948
4,2.56914e-322,4,5,0
6,-1.08927,2,2,1.046
4,0,0,0,0.007
4,0,0,0,0.005
4,0,0,0,0.004
4,6.42285e-323,5,4,0
4,0,0,0,0.004
6,-999,-1,-1,0.001
4,0,0,0,0.004
4,0,0,0,0.004
4,0,0,0,0.005
4,0,0,0,0.004
4,1.72923e-322,5,4,0
6,2.54239,2,4,3.013
8,7.33786,2,2,2.415
4,1.77864e-322,2,3,0
6,0.647532,5,4,2.974
8,2.87735,5,5,4.645
4,2.47033e-323,4,5,0
6,-1.08927,2,2,1.061
8,4.59736,3,2,1.17
4,0,0,0,0.004
4,0,3,0,0.005
4,0,5,4,0.003
6,-1.09462,2,2,14.5
4,2.47033e-322,3,2,0
6,-1.10048,5,5,1.038
4,1.72923e-322,5,4,0
4,1.72923e-322,5,4,0
4,1.67982e-322,5,4,0
4,2.51973e-322,4,5,0
4,7.41098e-323,2,3,0
4,6.42285e-323,3,2,0
4,1.4822e-322,4,5,0
4,8.39912e-323,3,2,0
6,-1.10048,5,5,1.656
8,4.5925,4,5,1.54
4,6.42285e-323,3,2,0
6,-1.10048,5,5,1.02
8,4.5925,4,5,0.968
4,6.42285e-323,3,2,0
6,-1.10048,5,5,2.048
8,4.5925,4,5,1.913
10,4.5925,2,2,1.135
12,6.85691,2,3,0.802
14,10.7575,2,5,1.474
16,9.04861,3,6,1.206
4,6.42285e-323,4,5,0
6,-1.08927,2,2,1.045
8,4.59736,3,2,1.2
10,4.59736,5,5,0.664
12,6.82447,5,4,0.469
14,10.7573,5,2,1.018
16,5.67482,5,6,0.895
18,-0.887267,4,7,0.742
4,8.39912e-323,4,5,0
6,-1.08927,2,2,1.049
8,4.59736,3,2,1.155
10,4.59736,5,5,0.675
4,0,5,4,0
6,-999,2,2,0
4,0,5,4,0
6,-999,2,2,0
4,0,5,4,0
4,0,5,4,0
6,-1.09462,2,2,1.107
8,4.59317,2,3,1.163
10,4.59317,5,5,0.651
12,6.85584,4,5,0.521
4,3.0138e-322,5,4,0
6,-1.09462,2,2,1.106
8,4.59317,2,3,1.214
10,4.59317,5,5,0.689
12,6.85584,4,5,0.521
4,0,4,5,0
6,-1.08927,2,2,1.044
8,4.59736,3,2,1.157
10,4.59736,5,5,0.671
12,6.82447,5,4,0.467
14,10.7573,5,2,1.032
4,0,2,3,0
6,-1.08533,5,5,0.858
4,0,4,5,0
6,4.59736,2,2,7.302
8,6.82447,3,2,7.573
4,6.42285e-323,2,3,0
6,4.59364,5,5,6.543
8,6.83843,5,4,7.037
10,6.83843,2,2,4.441
4,0,2,3,0
6,4.59364,5,5,6.566
8,6.83843,5,4,6.881
10,6.83843,2,2,4.445
4,0,3,2,0
6,-1.85255,5,5,5.896
4,0,3,2,0.006
6,-9.95474,4,5,0.007
8,-9.95474,5,5,0.008
10,-4.43492,2,2,0.006
12,1.62769,2,3,0.003
14,-3.54316,1,2,0.005
16,-7.84032,3,1,2.574
4,0,5,4,0
6,4.59317,2,2,7.636
8,6.85584,2,3,8.061
10,6.85584,5,5,5.213
4,0,2,3,0
6,4.59364,5,5,6.935
8,6.83843,5,4,7.215
4,0,2,3,0
6,4.59364,5,5,6.873
8,6.83843,5,4,7.104
10,6.83843,2,2,4.523
4,0,2,3,0
6,4.59364,5,5,7.07
8,6.83843,5,4,7.967
10,6.83843,2,2,4.644
4,0,3,2,0
6,4.5925,5,5,11.129
8,6.85691,4,5,11.083
4,0,5,4,0
6,4.59317,2,2,12.053
8,6.85584,2,3,13.16
4,0,2,3,0
6,4.59364,5,5,6.936
8,6.77875,5,4,6.801
4,0,3,2,0
6,4.5925,5,5,11.287
8,6.77245,4,5,11.359
4,0,5,4,0
6,4.59317,2,2,7.477
8,6.77989,2,3,8.139
4,0,2,3,0
6,4.59364,5,5,6.611
8,6.77875,5,4,6.902
10,6.77875,2,2,4.594
4,0,4,5,0
6,4.59736,2,2,6.517
8,6.76986,3,2,6.615
10,6.76986,5,5,4.052
4,0,2,3,0
6,6.77875,5,4,30.783
8,10.6404,5,5,46.003
4,0,2,3,0
6,6.77875,5,4,29.373
8,10.6404,5,5,36.053
4,0,2,3,0
6,6.77875,5,4,53.007
8,10.6404,5,5,49.652
4,0,2,3,0
6,-1.08533,5,5,0.86
8,4.59364,5,4,0.922
10,4.59364,2,2,0.584
12,6.77875,3,2,0.326
14,10.7598,5,2,0.853
16,3.93075,1,3,0.45
18,7.18231,3,5,0.651
20,15.4346,4,1,0.459
22,18.7783,6,3,1.092
24,22.4705,4,0,0.737
26,7.63016,2,0,0.267
28,-4.85644,1,4,0.4
30,8.68051,0,5,0.256
32,1.00607,1,5,0.289
34,17.8211,2,1,0.328
36,19.6875,6,4,0.395
38,22.0483,2,6,0.24
40,37.4238,3,7,0.188
42,33.8382,1,7,1.105
4,0,5,4,0.077
6,-9.95474,2,3,0.033
8,-9.95474,2,2,0.02
10,-4.43492,5,5,0.017
12,1.62769,4,5,0.015
14,-3.54316,5,6,0.013
16,-3.95698,1,5,1.197
18,-8.18612,4,2,0.657
20,-4.04649,6,3,1.43
22,1.38739,2,5,1.898
24,-5.44365,6,2,2.785
26,-9.51674,7,3,0.87
27,-4.62869,7,2,0.96
28,-8.94806,2,6,0.723
30,-0.81264,3,6,0.362
32,8.51798,5,7,0.476
34,-13.3202,2,0,0.948
36,-10.5246,7,1,0.68
38,-32.52,6,0,0.706
40,-27.6479,3,0,0.195
42,-34.5564,4,0,0.26
44,-44.9947,6,6,0.809
46,-39,7,6,4.374
48,-999,7,5,0
